speech_key,area,reference_role,audio_path,english_text,filipino_text,translation_policy,review_status,review_notes
lesson-1-clue-mission-1,lesson-1,instruction,lessons/lesson-1/support/clues/lesson-1-clue-mission-1.wav,"Look at the big letter and the small letter. They share one letter name.","Tingnan ang malaking letra at maliit na letra. Iisa ang pangalan ng mga ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-clue-mission-2,lesson-1,instruction,lessons/lesson-1/support/clues/lesson-1-clue-mission-2.wav,"Look at the very first letter in the word. Say only that letter name.","Tingnan ang pinakaunang letra ng salita. Pangalan lamang ng letrang iyon ang sabihin.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-clue-mission-3,lesson-1,instruction,lessons/lesson-1/support/clues/lesson-1-clue-mission-3.wav,"Look at the blank at the start. Say the letter that completes the word.","Tingnan ang patlang sa unahan. Sabihin ang letrang kukumpleto sa salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-independent,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-independent.wav,"That is correct. You found it by yourself.","Tama. Nahanap mo ito nang mag-isa.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-supported,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-supported.wav,"That is correct. The clue helped you find it.","Tama. Nakatulong ang clue para mahanap mo ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-demonstrated,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-demonstrated.wav,"That is correct. You said the letter correctly with me.","Tama. Nasabi mo nang tama ang letra kasabay ko.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-not-yet,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-not-yet.wav,"Not yet, and that is okay. We will practice this letter again.","Hindi pa, at ayos lang iyon. Magsanay tayong muli sa letrang ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-unscorable,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-unscorable.wav,"I still could not hear a clear answer. We can try this letter again later.","Hindi pa rin ako nakarinig ng malinaw na sagot. Maaari nating balikan ang letrang ito mamaya.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-feedback-incorrect-first,lesson-1,result,lessons/lesson-1/support/feedback/lesson-1-feedback-incorrect-first.wav,"That letter was not quite right. Let us try again.","Hindi pa gaanong tama ang letrang iyon. Subukan natin muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-1-letter-demo-A,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-A.wav,"The letter name is ei. Listen: ei. Now you try.","Ang pangalan ng letra ay ei. Makinig: ei. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-B,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-B.wav,"The letter name is bee. Listen: bee. Now you try.","Ang pangalan ng letra ay bee. Makinig: bee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-C,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-C.wav,"The letter name is see. Listen: see. Now you try.","Ang pangalan ng letra ay see. Makinig: see. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-D,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-D.wav,"The letter name is dee. Listen: dee. Now you try.","Ang pangalan ng letra ay dee. Makinig: dee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-E,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-E.wav,"The letter name is ee. Listen: ee. Now you try.","Ang pangalan ng letra ay ee. Makinig: ee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-F,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-F.wav,"The letter name is eff. Listen: eff. Now you try.","Ang pangalan ng letra ay eff. Makinig: eff. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-G,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-G.wav,"The letter name is gee. Listen: gee. Now you try.","Ang pangalan ng letra ay gee. Makinig: gee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-H,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-H.wav,"The letter name is aitch. Listen: aitch. Now you try.","Ang pangalan ng letra ay aitch. Makinig: aitch. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-I,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-I.wav,"The letter name is eye. Listen: eye. Now you try.","Ang pangalan ng letra ay eye. Makinig: eye. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-J,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-J.wav,"The letter name is jay. Listen: jay. Now you try.","Ang pangalan ng letra ay jay. Makinig: jay. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-K,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-K.wav,"The letter name is kei. Listen: kei. Now you try.","Ang pangalan ng letra ay kei. Makinig: kei. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-L,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-L.wav,"The letter name is el. Listen: el. Now you try.","Ang pangalan ng letra ay el. Makinig: el. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-M,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-M.wav,"The letter name is em. Listen: em. Now you try.","Ang pangalan ng letra ay em. Makinig: em. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-N,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-N.wav,"The letter name is en. Listen: en. Now you try.","Ang pangalan ng letra ay en. Makinig: en. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-O,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-O.wav,"The letter name is oh. Listen: oh. Now you try.","Ang pangalan ng letra ay oh. Makinig: oh. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-P,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-P.wav,"The letter name is pee. Listen: pee. Now you try.","Ang pangalan ng letra ay pee. Makinig: pee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-Q,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Q.wav,"The letter name is cue. Listen: cue. Now you try.","Ang pangalan ng letra ay cue. Makinig: cue. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-R,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-R.wav,"The letter name is ar. Listen: ar. Now you try.","Ang pangalan ng letra ay ar. Makinig: ar. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-S,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-S.wav,"The letter name is ess. Listen: ess. Now you try.","Ang pangalan ng letra ay ess. Makinig: ess. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-T,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-T.wav,"The letter name is tee. Listen: tee. Now you try.","Ang pangalan ng letra ay tee. Makinig: tee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-U,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-U.wav,"The letter name is you. Listen: you. Now you try.","Ang pangalan ng letra ay you. Makinig: you. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-V,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-V.wav,"The letter name is vee. Listen: vee. Now you try.","Ang pangalan ng letra ay vee. Makinig: vee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-W,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-W.wav,"The letter name is double you. Listen: double you. Now you try.","Ang pangalan ng letra ay double you. Makinig: double you. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-X,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-X.wav,"The letter name is ex. Listen: ex. Now you try.","Ang pangalan ng letra ay ex. Makinig: ex. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-Y,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Y.wav,"The letter name is why. Listen: why. Now you try.","Ang pangalan ng letra ay why. Makinig: why. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-1-letter-demo-Z,lesson-1,instruction,lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Z.wav,"The letter name is zee. Listen: zee. Now you try.","Ang pangalan ng letra ay zee. Makinig: zee. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-mission-1-item-2,lesson-2,instruction,lessons/lesson-2/mission-1/lesson-2-mission-1-item-2.wav,"Now, read the second word.","Ngayon, basahin ang ikalawang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-1-item-3,lesson-2,instruction,lessons/lesson-2/mission-1/lesson-2-mission-1-item-3.wav,"Now, read the third word.","Ngayon, basahin ang ikatlong salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-1-item-4,lesson-2,instruction,lessons/lesson-2/mission-1/lesson-2-mission-1-item-4.wav,"Now, read the fourth word.","Ngayon, basahin ang ikaapat salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-1-item-5,lesson-2,instruction,lessons/lesson-2/mission-1/lesson-2-mission-1-item-5.wav,"Now, read the fifth word.","Ngayon, basahin ang ikalimang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-2-item-2,lesson-2,instruction,lessons/lesson-2/mission-2/lesson-2-mission-2-item-2.wav,"Now, find and read the second highlighted word.","Ngayon, hanapin at basahin ang ikalawang salitang naka-highlight.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-2-item-3,lesson-2,instruction,lessons/lesson-2/mission-2/lesson-2-mission-2-item-3.wav,"Now, find and read the third highlighted word.","Ngayon, hanapin at basahin ang ikatlong salitang naka-highlight.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-2-item-4,lesson-2,instruction,lessons/lesson-2/mission-2/lesson-2-mission-2-item-4.wav,"Now, find and read the fourth highlighted word.","Ngayon, hanapin at basahin ang ikaapat salitang naka-highlight.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-mission-2-item-5,lesson-2,instruction,lessons/lesson-2/mission-2/lesson-2-mission-2-item-5.wav,"Now, find and read the fifth highlighted word.","Ngayon, hanapin at basahin ang ikalimang salitang naka-highlight.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-technical-retry,lesson-2,instruction,lessons/lesson-2/support/technical/lesson-2-technical-retry.wav,"I could not hear that clearly. Let us try the word once more.","Hindi ko iyon narinig nang malinaw. Subukan nating muli ang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-clue-mission-1,lesson-2,instruction,lessons/lesson-2/support/clues/lesson-2-clue-mission-1.wav,"Look at each letter from left to right. Blend the sounds, then say the whole word.","Tingnan ang bawat letra mula kaliwa pakanan. Pagsamahin ang mga tunog, saka sabihin ang buong salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-clue-mission-2,lesson-2,instruction,lessons/lesson-2/support/clues/lesson-2-clue-mission-2.wav,"Look at the highlighted word in the sentence. Say only that word.","Tingnan ang salitang naka-highlight sa pangungusap. Ang salitang iyon lamang ang sabihin.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-independent,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-independent.wav,"That is correct. You read the word by yourself.","Tama. Nabasa mo ang salita nang mag-isa.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-supported,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-supported.wav,"That is correct. The clue helped you read the word.","Tama. Nakatulong ang clue para mabasa mo ang salita.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-demonstrated,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-demonstrated.wav,"That is correct. You read the word correctly with me.","Tama. Nabasa mo nang tama ang salita kasabay ko.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-not-yet,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-not-yet.wav,"Not yet, and that is okay. We will practice this word again.","Hindi pa, at ayos lang iyon. Magsanay tayong muli sa salitang ito.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-unscorable,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-unscorable.wav,"I still could not hear a clear answer. We can try this word again later.","Hindi pa rin ako nakarinig ng malinaw na sagot. Maaari nating balikan ang salitang ito mamaya.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-feedback-incorrect-first,lesson-2,result,lessons/lesson-2/support/feedback/lesson-2-feedback-incorrect-first.wav,"That word was not quite right. Let us try again.","Hindi pa gaanong tama ang salitang iyon. Subukan natin muli.",translate,approved,"Approved by the product owner on 2026-08-08 for natural child-directed Filipino."
lesson-2-word-demo-bag,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-bag.wav,"The word is bag. Listen: bag. Now you try.","Ang salita ay bag. Makinig: bag. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-bat,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-bat.wav,"The word is bat. Listen: bat. Now you try.","Ang salita ay bat. Makinig: bat. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-bed,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-bed.wav,"The word is bed. Listen: bed. Now you try.","Ang salita ay bed. Makinig: bed. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-big,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-big.wav,"The word is big. Listen: big. Now you try.","Ang salita ay big. Makinig: big. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-bun,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-bun.wav,"The word is bun. Listen: bun. Now you try.","Ang salita ay bun. Makinig: bun. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-can,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-can.wav,"The word is can. Listen: can. Now you try.","Ang salita ay can. Makinig: can. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-cap,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-cap.wav,"The word is cap. Listen: cap. Now you try.","Ang salita ay cap. Makinig: cap. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-cat,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-cat.wav,"The word is cat. Listen: cat. Now you try.","Ang salita ay cat. Makinig: cat. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-cut,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-cut.wav,"The word is cut. Listen: cut. Now you try.","Ang salita ay cut. Makinig: cut. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-dad,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-dad.wav,"The word is dad. Listen: dad. Now you try.","Ang salita ay dad. Makinig: dad. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-den,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-den.wav,"The word is den. Listen: den. Now you try.","Ang salita ay den. Makinig: den. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-dig,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-dig.wav,"The word is dig. Listen: dig. Now you try.","Ang salita ay dig. Makinig: dig. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-dog,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-dog.wav,"The word is dog. Listen: dog. Now you try.","Ang salita ay dog. Makinig: dog. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-dot,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-dot.wav,"The word is dot. Listen: dot. Now you try.","Ang salita ay dot. Makinig: dot. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-fan,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-fan.wav,"The word is fan. Listen: fan. Now you try.","Ang salita ay fan. Makinig: fan. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-fat,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-fat.wav,"The word is fat. Listen: fat. Now you try.","Ang salita ay fat. Makinig: fat. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-fin,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-fin.wav,"The word is fin. Listen: fin. Now you try.","Ang salita ay fin. Makinig: fin. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-fit,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-fit.wav,"The word is fit. Listen: fit. Now you try.","Ang salita ay fit. Makinig: fit. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-fun,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-fun.wav,"The word is fun. Listen: fun. Now you try.","Ang salita ay fun. Makinig: fun. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-gap,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-gap.wav,"The word is gap. Listen: gap. Now you try.","Ang salita ay gap. Makinig: gap. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-gas,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-gas.wav,"The word is gas. Listen: gas. Now you try.","Ang salita ay gas. Makinig: gas. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-get,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-get.wav,"The word is get. Listen: get. Now you try.","Ang salita ay get. Makinig: get. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-got,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-got.wav,"The word is got. Listen: got. Now you try.","Ang salita ay got. Makinig: got. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-gum,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-gum.wav,"The word is gum. Listen: gum. Now you try.","Ang salita ay gum. Makinig: gum. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-ham,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-ham.wav,"The word is ham. Listen: ham. Now you try.","Ang salita ay ham. Makinig: ham. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-hat,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-hat.wav,"The word is hat. Listen: hat. Now you try.","Ang salita ay hat. Makinig: hat. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-hen,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-hen.wav,"The word is hen. Listen: hen. Now you try.","Ang salita ay hen. Makinig: hen. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-hip,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-hip.wav,"The word is hip. Listen: hip. Now you try.","Ang salita ay hip. Makinig: hip. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-hot,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-hot.wav,"The word is hot. Listen: hot. Now you try.","Ang salita ay hot. Makinig: hot. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-jam,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-jam.wav,"The word is jam. Listen: jam. Now you try.","Ang salita ay jam. Makinig: jam. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-jet,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-jet.wav,"The word is jet. Listen: jet. Now you try.","Ang salita ay jet. Makinig: jet. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-job,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-job.wav,"The word is job. Listen: job. Now you try.","Ang salita ay job. Makinig: job. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-jog,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-jog.wav,"The word is jog. Listen: jog. Now you try.","Ang salita ay jog. Makinig: jog. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-jug,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-jug.wav,"The word is jug. Listen: jug. Now you try.","Ang salita ay jug. Makinig: jug. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-lap,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-lap.wav,"The word is lap. Listen: lap. Now you try.","Ang salita ay lap. Makinig: lap. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-leg,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-leg.wav,"The word is leg. Listen: leg. Now you try.","Ang salita ay leg. Makinig: leg. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-lid,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-lid.wav,"The word is lid. Listen: lid. Now you try.","Ang salita ay lid. Makinig: lid. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-lip,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-lip.wav,"The word is lip. Listen: lip. Now you try.","Ang salita ay lip. Makinig: lip. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-log,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-log.wav,"The word is log. Listen: log. Now you try.","Ang salita ay log. Makinig: log. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
lesson-2-word-demo-man,lesson-2,instruction,lessons/lesson-2/support/demonstrations/lesson-2-word-demo-man.wav,"The word is man. Listen: man. Now you try.","Ang salita ay man. Makinig: man. Ngayon, ikaw naman.",code_switch_target,approved,"Approved by the product owner on 2026-08-08. Preserve the English literacy target."
