batch_id,speech_key,reference_role,source_review_status,audio_review_status,english_text,filipino_text,staged_audio_path,duration_seconds,sha256,review_notes
batch-002,assessment-words,instruction,approved,approved,"Read the word you see. Listen to your voice before you submit.","Basahin ang salitang nakikita mo. Pakinggan ang iyong boses bago isumite.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-1/task-2b/assessment-words.wav,5.760,dab239d8e5713d1451df0a3f4b81f3763d5577da7eef01bb88c6a2aa8345699c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-part-one-result,result,approved,approved,"Part one is complete. You worked hard, and I am proud of you.","Tapos na ang unang bahagi. Nagsikap ka, at ipinagmamalaki kita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-1/results/assessment-part-one-result.wav,4.960,b868a344a5e8714dd2e6ed42abe6ac4baa7cbdc4cc3116a5d35ab539dc84f069,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-story-choice,question,approved,approved,"Choose the story you want to read. You can pick Lena at the Park or Rosa in the Garden.","Piliin ang kuwentong gusto mong basahin. Maaari mong piliin ang Lena at the Park o Rosa in the Garden.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/story-choice/assessment-story-choice.wav,6.560,ac408ffa63a949b9a60a7f80754c6b61eb200462bc3555644188fb08553ea549,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-passage,instruction,approved,approved,"Read the story aloud. You have one minute. You can submit when you finish.","Basahin nang malakas ang kuwento. Mayroon kang isang minuto. Maaari mo itong isumite kapag tapos ka na.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/passage/assessment-passage.wav,7.840,287d696206ca40902c7788d77f337b3a0e91c5072c465e4736bd85380309b94f,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-lena-item-1,question,approved,approved,"Choose the best answer. Who goes to the park?","Piliin ang pinakamahusay na sagot. Sino ang pumupunta sa parke?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-lena-item-1.wav,4.320,7a5226b1557822db0229dd49055ba575e720eafb0a06a2e820e8208d51b1e823,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-lena-item-2,question,approved,approved,"What does Lena take?","Ano ang dinadala ni Lena?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-lena-item-2.wav,2.080,e341ad9a40d3c33b7054d28db71b74a68fc93d5afd90bc0084ac5a95cb624667,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-lena-item-3,question,approved,approved,"Where does Lena go?","Saan pumupunta si Lena?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-lena-item-3.wav,2.080,4e01b3446be0c5c6fa4f54a37c14ae5a4756d817f7e0451f4b5f09c93a7f2422,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-lena-item-4,question,approved,approved,"When does Lena go to the park?","Kailan pumupunta si Lena sa parke?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-lena-item-4.wav,2.560,78eb0906d808da82902ffa4a7dc4cda31d0251cb6626899a35cdc0d4a080cf5e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-lena-item-5,question,approved,approved,"Why does Lena go to the park?","Bakit pumupunta si Lena sa parke?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-lena-item-5.wav,2.400,e33134ab548afa67d610ef2ab88a98b7689e00b0ba9f6ce93a35af88fcf03bae,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-rosa-item-1,question,approved,approved,"Choose the best answer. Who goes to the garden?","Piliin ang pinakamahusay na sagot. Sino ang pumupunta sa hardin?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-rosa-item-1.wav,4.960,557459ff9905c28e1b32e267193f2f1793e6ffdd0c73679bba678a272a81c511,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-rosa-item-2,question,approved,approved,"What does Rosa pick?","Ano ang pinipitas ni Rosa?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-rosa-item-2.wav,2.080,d5667ea10f19920169dd02f0eb2b2bfce42d967cb852b7ec868be28ada044da3,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-rosa-item-3,question,approved,approved,"Where does Rosa go?","Saan pumupunta si Rosa?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-rosa-item-3.wav,2.240,64a4f392536a2ef5ed688f5e8784dcf5cc50ef5d5cd6465981ea5f8efbe0b4a8,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-rosa-item-4,question,approved,approved,"When does Rosa go to the garden?","Kailan pumupunta si Rosa sa hardin?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-rosa-item-4.wav,2.400,2a62cc52ce8aec31103cfea832920ec05e46a14aa0eaae0f2605c2d6b9109b18,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-comprehension-rosa-item-5,question,approved,approved,"Why does Rosa go to the garden?","Bakit pumupunta si Rosa sa hardin?",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/comprehension/assessment-comprehension-rosa-item-5.wav,2.880,4170a1de90ee3de9510fdc777799f3343b07603373976c9c849f2fae1ba1e41e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-part-two-result,result,approved,approved,"Part two is complete. You finished reading and understanding the story.","Tapos na ang ikalawang bahagi. Natapos mong basahin at unawain ang kuwento.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/part-2/results/assessment-part-two-result.wav,6.080,a346d4a3707114f934dd59ab13e44c6f77ed3d42fcc5e4036f835dc75d208696,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-complete,result,approved,approved,"Assessment complete. Your first lesson is ready.","Tapos na ang assessment. Handa na ang una mong aralin.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/completion/assessment-complete.wav,4.320,4889bcebbbe2c9ec100970ac1333b168f1195f2f00775b32adf66ccdc211f46a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,assessment-final-complete,result,approved,approved,"You finished your Reading Journey. I am proud of how much you learned.","Natapos mo ang iyong Reading Journey. Ipinagmamalaki ko ang lahat ng natutuhan mo.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/completion/assessment-final-complete.wav,5.760,880feeb3533be5a1b8e7cb10ad19c8849f7c544f1cd4c3fe1f696ca50f9d063c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-1-item-2,instruction,approved,approved,"Now, try the second letter.","Ngayon, subukan ang ikalawang letra.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-1/lesson-1-mission-1-item-2.wav,3.200,e3a8ac2ed37e7c27b728bf09f3281411edc1a90ce8a09396be844422e1376089,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-1-item-3,instruction,approved,approved,"Now, try the third letter.","Ngayon, subukan ang ikatlong letra.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-1/lesson-1-mission-1-item-3.wav,3.040,1d1c0125c1e3a1f82952142371ce40542c9916121cde218888a2f98e5c88ce4a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-1-item-4,instruction,approved,approved,"Now, try the fourth letter.","Ngayon, subukan ang ikaapat letra.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-1/lesson-1-mission-1-item-4.wav,2.400,cddc846e4b7c1ca6abbc5c416b77788e6d70038a108a347fe20f987a1e170b76,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-1-item-5,instruction,approved,approved,"Now, try the fifth letter.","Ngayon, subukan ang ikalimang letra.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-1/lesson-1-mission-1-item-5.wav,3.520,23a25213ceb4f6154c45b1899d9d6a3a33507be89c8e824ed1adefa7b4babe12,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-2-item-2,instruction,approved,approved,"Now, find the first letter in the second word.","Ngayon, hanapin ang unang letra sa ikalawang salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-2/lesson-1-mission-2-item-2.wav,4.960,d56b201618e76e9eac33cb6b74561126b7a986659374958693839b5c3915b9b9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-2-item-3,instruction,approved,approved,"Now, find the first letter in the third word.","Ngayon, hanapin ang unang letra sa ikatlong salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-2/lesson-1-mission-2-item-3.wav,4.160,64fa6b00dab7024c7ce3876c9bf92b6c836ce8b9082871660b1ae54db843a3cb,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-2-item-4,instruction,approved,approved,"Now, find the first letter in the fourth word.","Ngayon, hanapin ang unang letra sa ikaapat salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-2/lesson-1-mission-2-item-4.wav,3.680,c22b80a4f49f8f8ddddb953863958a2037121052a44530aa7467bd8b6613b28c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-2-item-5,instruction,approved,approved,"Now, find the first letter in the fifth word.","Ngayon, hanapin ang unang letra sa ikalimang salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-2/lesson-1-mission-2-item-5.wav,4.480,c711d1390e1044faa9b1e77563a3099afd65c09254bd5f4fd4dd2413894c2aee,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-3-item-2,instruction,approved,approved,"Now, complete the second word.","Ngayon, kumpletuhin ang ikalawang salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-3/lesson-1-mission-3-item-2.wav,3.360,fd84695fa336d27c9dd4bce399cb53cf2ab73fa4af22a056a1b472d774c131a9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-3-item-3,instruction,approved,approved,"Now, complete the third word.","Ngayon, kumpletuhin ang ikatlong salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-3/lesson-1-mission-3-item-3.wav,2.240,0a4955ea59c6dac5de2060bb7b521f081e962ec4a6f4c1845ac1b751ca0b5eff,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-3-item-4,instruction,approved,approved,"Now, complete the fourth word.","Ngayon, kumpletuhin ang ikaapat salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-3/lesson-1-mission-3-item-4.wav,3.360,4dd2f7543999c66409e2713fff20f4fa9d451cd3baffeafe88fa6e152e9279a4,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-mission-3-item-5,instruction,approved,approved,"Now, complete the fifth word.","Ngayon, kumpletuhin ang ikalimang salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/mission-3/lesson-1-mission-3-item-5.wav,3.360,78f29ae9a57248d97a25ea26e3277eb5b791195b133ee52321bf57cd51bf07b0,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-technical-retry,instruction,approved,approved,"I could not hear that clearly. Let us try once more.","Hindi ko iyon narinig nang malinaw. Subukan natin muli.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/technical/lesson-1-technical-retry.wav,3.200,108034ffa0dd5faf09f67b913f54b134a5877258b6221a963e4ca9755730cfcc,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-clue-mission-1,instruction,approved,approved,"Look at the big letter and the small letter. They share one letter name.","Tingnan ang malaking letra at maliit na letra. Iisa ang pangalan ng mga ito.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/clues/lesson-1-clue-mission-1.wav,6.880,00068cd2f9727e6f57719fa15c6fb842df7809dea478ac4b1e2d1e17af2f0dd3,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-clue-mission-2,instruction,approved,approved,"Look at the very first letter in the word. Say only that letter name.","Tingnan ang pinakaunang letra ng salita. Pangalan lamang ng letrang iyon ang sabihin.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/clues/lesson-1-clue-mission-2.wav,5.920,f208e2bf57fe7e68ddeeedc9c70a761fed0fb5bf2932f2e45258065eaa810d15,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-clue-mission-3,instruction,approved,approved,"Look at the blank at the start. Say the letter that completes the word.","Tingnan ang patlang sa unahan. Sabihin ang letrang kukumpleto sa salita.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/clues/lesson-1-clue-mission-3.wav,4.800,dc4e8706bee101573926bbfccf549ff37c54aeaad1ebeb9057561fa7a84e5747,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-independent,result,approved,approved,"That is correct. You found it by yourself.","Tama. Nahanap mo ito nang mag-isa.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-independent.wav,3.360,9787dd75938e44053c55261b7465b3e0cc9954bb5da902489d12970a71132dfc,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-supported,result,approved,approved,"That is correct. The clue helped you find it.","Tama. Nakatulong ang clue para mahanap mo ito.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-supported.wav,3.520,0df55c66279867c0b2f6471c10080fd67a562508619da31f3dff9c1f2e82244f,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-demonstrated,result,approved,approved,"That is correct. You said the letter correctly with me.","Tama. Nasabi mo nang tama ang letra kasabay ko.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-demonstrated.wav,4.800,76778227f657050e35b5da8714ab740269a800dd64c7cdd0779adc96fc6cce2a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-not-yet,result,approved,approved,"Not yet, and that is okay. We will practice this letter again.","Hindi pa, at ayos lang iyon. Magsanay tayong muli sa letrang ito.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-not-yet.wav,5.600,d6c95d5cd8ae6f706f81d5387bcb7bb8c766a3c2e680eb5cdc7a24a110e8760b,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-unscorable,result,approved,approved,"I still could not hear a clear answer. We can try this letter again later.","Hindi pa rin ako nakarinig ng malinaw na sagot. Maaari nating balikan ang letrang ito mamaya.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-unscorable.wav,6.400,e7a609f612a26c16a244f4b20db1c391497ada070f9cd24d182b25da8aabaf4a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-feedback-incorrect-first,result,approved,approved,"That letter was not quite right. Let us try again.","Hindi pa gaanong tama ang letrang iyon. Subukan natin muli.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/feedback/lesson-1-feedback-incorrect-first.wav,4.800,f4288c0424d41460530ac111a2913cd12d40edd9932610f36942262aee7267e5,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-A,instruction,approved,approved,"The letter name is ei. Listen: ei. Now you try.","Ang pangalan ng letra ay ei. Makinig: ei. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-A.wav,6.080,5a3675c0e8edf7420344c778b6768d387d0ae360b2e41eb1bcb5af1557fb5d70,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-B,instruction,approved,approved,"The letter name is bee. Listen: bee. Now you try.","Ang pangalan ng letra ay bee. Makinig: bee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-B.wav,7.520,7224cfeb941fc2330097ccf48b423fe53d47e312220d631effa7bcc019b6d8e9,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-C,instruction,approved,approved,"The letter name is see. Listen: see. Now you try.","Ang pangalan ng letra ay see. Makinig: see. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-C.wav,7.040,96b5435e53aede8119232c1f9a69731584306f3c4942a7a8f3fc864f459d0a2e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-D,instruction,approved,approved,"The letter name is dee. Listen: dee. Now you try.","Ang pangalan ng letra ay dee. Makinig: dee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-D.wav,7.200,d09589ad75ec96ca9372eee7e57f19dfc0c3575dc8b30369dd4c33cf8419b129,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-E,instruction,approved,approved,"The letter name is ee. Listen: ee. Now you try.","Ang pangalan ng letra ay ee. Makinig: ee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-E.wav,6.560,e24a612e7984cff191aa3a0068dbb04f62e0671e35a4d883a9bde21b5a941683,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-F,instruction,approved,approved,"The letter name is eff. Listen: eff. Now you try.","Ang pangalan ng letra ay eff. Makinig: eff. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-F.wav,6.400,be43bd2dce66e08abb75dbcae9cdef2602c043a24faebdf7ff11c8a3daf525cf,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-G,instruction,approved,approved,"The letter name is gee. Listen: gee. Now you try.","Ang pangalan ng letra ay gee. Makinig: gee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-G.wav,6.880,4c765e6bfd9bb359bb6afbbc930769d18e5407a52286195c3c25d9db164c478f,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-H,instruction,approved,approved,"The letter name is aitch. Listen: aitch. Now you try.","Ang pangalan ng letra ay aitch. Makinig: aitch. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-H.wav,6.560,f429ddb2cc01de06a3da4cfb743d1d3c2228ed4dc342996c2806c1979e34592a,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-I,instruction,approved,approved,"The letter name is eye. Listen: eye. Now you try.","Ang pangalan ng letra ay eye. Makinig: eye. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-I.wav,6.080,726fda54bc9cc6d47bc438b9cf472e8eded8f83f1c211d14f7d10ecb20e51633,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-J,instruction,approved,approved,"The letter name is jay. Listen: jay. Now you try.","Ang pangalan ng letra ay jay. Makinig: jay. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-J.wav,5.920,7b59898a5650f0902b6dc050aa6c785ff86d6d0fb0684de0ae3b187a4b2a2622,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-K,instruction,approved,approved,"The letter name is kei. Listen: kei. Now you try.","Ang pangalan ng letra ay kei. Makinig: kei. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-K.wav,5.760,46d32a44c56f639bc204d3df6db5377ae17147d7cafadf52112d3737ea025b7c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-L,instruction,approved,approved,"The letter name is el. Listen: el. Now you try.","Ang pangalan ng letra ay el. Makinig: el. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-L.wav,4.800,a363f380a5ad9c4d04250b3d177650faf81edb470f4f8a0e82ad5e29151f09e7,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-M,instruction,approved,approved,"The letter name is em. Listen: em. Now you try.","Ang pangalan ng letra ay em. Makinig: em. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-M.wav,5.920,570464e7e24489f7e51bf5c8dc9e6b82429e486fcfdaa17b72d2693125df467f,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-N,instruction,approved,approved,"The letter name is en. Listen: en. Now you try.","Ang pangalan ng letra ay en. Makinig: en. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-N.wav,6.240,30467a63614cc316548eb728a1a0814e46b27d9e14c16ef873b2fa48ddf47687,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-O,instruction,approved,approved,"The letter name is oh. Listen: oh. Now you try.","Ang pangalan ng letra ay oh. Makinig: oh. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-O.wav,5.760,44a51ef473b8c37255c1982355865afd750c4c9c6907d7af207c0ca8105cebcc,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-P,instruction,approved,approved,"The letter name is pee. Listen: pee. Now you try.","Ang pangalan ng letra ay pee. Makinig: pee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-P.wav,5.440,a657becac954e0e66c51105dfd66f745a021f5e4cc3fa8195ced4beb9a492b86,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-Q,instruction,approved,approved,"The letter name is cue. Listen: cue. Now you try.","Ang pangalan ng letra ay cue. Makinig: cue. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Q.wav,6.880,1e0158369b9547f2110073b56316432f08edf455ff2dca07908ed135aacca6f8,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-R,instruction,approved,approved,"The letter name is ar. Listen: ar. Now you try.","Ang pangalan ng letra ay ar. Makinig: ar. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-R.wav,5.600,9e9b4025098d925938751fcda1706c27e4c8e73f948a3044f377d94a7662dcce,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-S,instruction,approved,approved,"The letter name is ess. Listen: ess. Now you try.","Ang pangalan ng letra ay ess. Makinig: ess. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-S.wav,8.000,1ab50db351d5d854a9d15b7f768dca54cae0305c65e88f7b0e093a5fc83ad5c2,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-T,instruction,approved,approved,"The letter name is tee. Listen: tee. Now you try.","Ang pangalan ng letra ay tee. Makinig: tee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-T.wav,5.760,63925d0390d63bab473f31851cbeb46d9affc433077c51fbeea72f5560cd637d,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-U,instruction,approved,approved,"The letter name is you. Listen: you. Now you try.","Ang pangalan ng letra ay you. Makinig: you. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-U.wav,6.400,a987de022db24c45ddf4e76d7bf661ddfebb2134f5f692a3b2b8ae9d3107a05c,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-V,instruction,approved,approved,"The letter name is vee. Listen: vee. Now you try.","Ang pangalan ng letra ay vee. Makinig: vee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-V.wav,5.440,58d64971414e56f216f694671da1a290fb5f3fce07fed3bfed4dce9d7f1726b1,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-W,instruction,approved,approved,"The letter name is double you. Listen: double you. Now you try.","Ang pangalan ng letra ay double you. Makinig: double you. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-W.wav,8.640,03fabadc9419579a3f991d4b377efbb1f087b31e8f62055a94a31f21c718b435,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-X,instruction,approved,approved,"The letter name is ex. Listen: ex. Now you try.","Ang pangalan ng letra ay ex. Makinig: ex. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-X.wav,7.040,8f805d8e8d2a4f2d467d7a3631b1fcff483c609116dbfdc4b69572fa6c6ab3da,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-Y,instruction,approved,approved,"The letter name is why. Listen: why. Now you try.","Ang pangalan ng letra ay why. Makinig: why. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Y.wav,6.080,c68c616a11cdba8002d30bef8993b0b84160173fd4551781c6e7bd20e004c13e,"Approved by the product owner after listening review on 2026-08-09."
batch-002,lesson-1-letter-demo-Z,instruction,approved,approved,"The letter name is zee. Listen: zee. Now you try.","Ang pangalan ng letra ay zee. Makinig: zee. Ngayon, ikaw naman.",apps/api/storage/app/private/tts/staging/fil-PH-v1/sh-fil/lessons/lesson-1/support/demonstrations/lesson-1-letter-demo-Z.wav,7.200,2f389854738299a61da1dd6a9d0f8c8ad4056b2e5ddd2c3f282a77c8015193eb,"Approved by the product owner after listening review on 2026-08-09."
